1880.0	-0.20000
1881.0	-0.12000
1882.0	-0.10000
1883.0	-0.21000
1884.0	-0.28000
1885.0	-0.32000
1886.0	-0.31000
1887.0	-0.33000
1888.0	-0.20000
1889.0	-0.12000
1890.0	-0.37000
1891.0	-0.24000
1892.0	-0.27000
1893.0	-0.30000
1894.0	-0.31000
1895.0	-0.21000
1896.0	-0.15000
1897.0	-0.11000
1898.0	-0.28000
1899.0	-0.16000
1900.0	-0.090000
1901.0	-0.15000
1902.0	-0.27000
1903.0	-0.35000
1904.0	-0.44000
1905.0	-0.28000
1906.0	-0.23000
1907.0	-0.40000
1908.0	-0.43000
1909.0	-0.47000
1910.0	-0.42000
1911.0	-0.44000
1912.0	-0.35000
1913.0	-0.34000
1914.0	-0.16000
1915.0	-0.11000
1916.0	-0.34000
1917.0	-0.40000
1918.0	-0.26000
1919.0	-0.22000
1920.0	-0.27000
1921.0	-0.21000
1922.0	-0.28000
1923.0	-0.24000
1924.0	-0.28000
1925.0	-0.21000
1926.0	-0.10000
1927.0	-0.21000
1928.0	-0.21000
1929.0	-0.36000
1930.0	-0.15000
1931.0	-0.090000
1932.0	-0.17000
1933.0	-0.28000
1934.0	-0.14000
1935.0	-0.20000
1936.0	-0.15000
1937.0	-0.030000
1938.0	-0.030000
1939.0	-0.030000
1940.0	0.080000
1941.0	0.12000
1942.0	0.090000
1943.0	0.13000
1944.0	0.25000
1945.0	0.12000
1946.0	-0.040000
1947.0	-0.050000
1948.0	-0.090000
1949.0	-0.090000
1950.0	-0.18000
1951.0	-0.070000
1952.0	0.0100000
1953.0	0.080000
1954.0	-0.13000
1955.0	-0.15000
1956.0	-0.20000
1957.0	0.040000
1958.0	0.070000
1959.0	0.030000
1960.0	-0.020000
1961.0	0.050000
1962.0	0.030000
1963.0	0.060000
1964.0	-0.20000
1965.0	-0.10000
1966.0	-0.050000
1967.0	-0.020000
1968.0	-0.070000
1969.0	0.070000
1970.0	0.020000
1971.0	-0.090000
1972.0	0.0100000
1973.0	0.15000
1974.0	-0.070000
1975.0	-0.020000
1976.0	-0.11000
1977.0	0.18000
1978.0	0.070000
1979.0	0.17000
1980.0	0.27000
1981.0	0.33000
1982.0	0.13000
1983.0	0.30000
1984.0	0.15000
1985.0	0.12000
1986.0	0.19000
1987.0	0.33000
1988.0	0.41000
1989.0	0.28000
1990.0	0.44000
1991.0	0.43000
1992.0	0.23000
1993.0	0.24000
1994.0	0.32000
1995.0	0.46000
1996.0	0.35000
1997.0	0.48000
1998.0	0.64000
1999.0	0.42000
2000.0	0.42000
2001.0	0.55000
2002.0	0.63000
2003.0	0.62000
2004.0	0.55000
2005.0	0.69000
2006.0	0.63000
2007.0	0.66000
2008.0	0.54000
2009.0	0.64000
2010.0	0.71000
2011.0	0.60000
2012.0	0.63000
2013.0	0.65000
2014.0	0.74000
2015.0	0.87000
2016.0	0.99000
